numero habitantes,Zona_Entorno,Region,consumo kwh mensual,Aislamiento_Termico,Material_Vivienda,Uso_Calentador,Tiene_AC,Indice_Eficiencia_Energetica,Horas_Ocupacion_dia,Temp_Promedio_Celsius,area construccion metros cuadrados,gasto usd mensual
1,Comercial,Costa,227.7,Bueno,Madera,No,No,48,15,32.6,140.3,28.65
3,Comercial,Sierra,260.1,Regular,Hormigon,Si,Si,62,11,32.2,98.0,42.77
3,Residencial,Sierra,202.6,Regular,Hormigon,Si,No,53,22,22.0,97.5,35.55
3,Residencial,Sierra,248.7,Bueno,Madera,Si,Si,50,12,21.4,109.1,32.47
3,Residencial,Oriente,301.6,Regular,Mixto,No,Si,46,17,32.4,93.5,34.3
4,Comercial,Costa,280.1,Regular,Mixto,Si,No,70,21,24.9,132.7,35.52
2,Residencial,Oriente,259.0,Regular,Hormigon,Si,No,63,13,21.1,94.6,35.82
6,Residencial,Costa,353.3,Malo,Madera,No,No,65,12,28.6,143.3,57.35
5,Comercial,Oriente,188.4,Regular,Hormigon,Si,No,69,9,22.3,91.9,25.23
3,Comercial,Sierra,231.4,Bueno,Madera,No,Si,73,4,22.0,119.1,31.29
2,Comercial,Sierra,132.5,Malo,Madera,No,No,85,8,31.2,150.4,24.13
3,Comercial,Sierra,154.3,Malo,Hormigon,Si,No,77,13,20.4,71.3,27.57
6,Comercial,Oriente,304.4,Bueno,Mixto,Si,No,44,16,19.0,118.3,38.44
6,Residencial,Costa,342.1,Regular,Hormigon,Si,No,44,7,22.0,113.4,42.3
4,Comercial,Costa,195.2,Malo,Madera,No,Si,58,4,27.1,114.9,25.6
5,Residencial,Sierra,276.5,Malo,Hormigon,No,Si,90,5,19.8,112.5,49.41
2,Residencial,Sierra,343.0,Malo,Mixto,No,No,77,7,25.1,93.0,42.94
2,Comercial,Sierra,174.4,Regular,Mixto,Si,No,67,20,27.4,51.3,21.57
3,Comercial,Sierra,158.3,Malo,Madera,Si,Si,65,13,30.7,64.4,24.9
4,Comercial,Costa,170.5,Bueno,Hormigon,Si,Si,81,15,21.4,105.9,21.1
3,Residencial,Oriente,252.4,Regular,Mixto,Si,No,62,5,30.3,123.9,35.21
5,Comercial,Oriente,234.3,Bueno,Hormigon,Si,Si,85,6,21.5,86.0,35.02
4,Comercial,Oriente,179.0,Bueno,Mixto,Si,Si,88,17,28.2,107.8,25.08
1,Comercial,Oriente,164.8,Malo,Madera,No,Si,69,18,24.5,96.4,23.06
3,Comercial,Sierra,248.7,Malo,Madera,No,Si,42,16,19.7,121.7,27.03
4,Comercial,Sierra,190.4,Malo,Hormigon,No,No,67,12,28.7,125.9,26.08
3,Residencial,Sierra,292.7,Bueno,Madera,Si,Si,72,5,21.3,114.6,32.34
3,Residencial,Oriente,396.6,Regular,Mixto,No,Si,81,22,20.6,144.3,48.53
5,Residencial,Sierra,272.2,Malo,Madera,No,No,42,19,23.4,87.4,30.77
6,Comercial,Sierra,372.4,Malo,Mixto,No,No,44,14,27.8,80.0,46.2
5,Comercial,Costa,272.8,Bueno,Mixto,Si,No,96,15,21.5,120.6,33.64
2,Comercial,Costa,144.8,Regular,Madera,Si,Si,58,4,20.8,79.0,26.57
1,Residencial,Sierra,134.2,Bueno,Mixto,No,No,81,5,18.1,59.7,19.27
5,Comercial,Costa,271.7,Malo,Mixto,Si,Si,97,19,25.1,112.6,35.57
2,Comercial,Costa,241.6,Bueno,Hormigon,Si,No,96,5,24.4,114.3,31.47
2,Comercial,Sierra,226.2,Malo,Hormigon,Si,Si,87,22,21.5,170.7,29.08
2,Residencial,Sierra,228.3,Regular,Hormigon,Si,No,40,13,18.8,141.8,27.5
3,Comercial,Sierra,166.4,Bueno,Madera,No,No,77,22,24.4,91.1,23.39
6,Residencial,Sierra,311.1,Malo,Hormigon,Si,Si,48,13,29.8,99.8,38.42
5,Comercial,Oriente,178.7,Malo,Mixto,No,No,99,19,28.7,94.0,27.13
3,Residencial,Oriente,284.3,Malo,Madera,No,No,44,16,30.9,155.2,50.18
2,Residencial,Sierra,124.1,Malo,Madera,Si,No,98,19,18.1,107.0,21.8
4,Residencial,Costa,201.4,Bueno,Madera,Si,No,85,21,32.5,97.7,26.46
4,Comercial,Sierra,297.2,Malo,Madera,Si,No,81,11,23.1,132.4,32.15
6,Comercial,Sierra,340.0,Bueno,Mixto,No,Si,73,21,32.9,78.0,40.05
4,Residencial,Costa,176.1,Malo,Mixto,No,Si,76,16,21.8,137.6,35.72
2,Residencial,Oriente,243.1,Bueno,Hormigon,No,No,72,10,25.1,106.4,33.7
3,Comercial,Sierra,215.9,Bueno,Madera,No,No,64,21,23.3,89.8,29.7
4,Comercial,Sierra,289.2,Malo,Hormigon,No,Si,81,9,23.3,131.5,38.01
4,Residencial,Oriente,176.1,Malo,Mixto,No,Si,68,12,30.6,104.9,33.41
5,Comercial,Oriente,318.6,Malo,Madera,No,No,97,9,29.2,65.3,33.96
3,Comercial,Costa,181.0,Malo,Mixto,Si,Si,64,21,32.9,59.5,26.03
2,Comercial,Oriente,228.2,Regular,Hormigon,No,No,93,20,27.2,65.6,26.06
3,Comercial,Oriente,295.2,Malo,Mixto,No,No,98,15,24.9,128.7,47.47
4,Residencial,Oriente,259.5,Malo,Madera,No,No,48,6,19.4,122.2,33.28
1,Comercial,Costa,107.1,Malo,Madera,No,No,42,8,32.9,79.4,16.38
2,Comercial,Oriente,183.8,Bueno,Hormigon,Si,Si,54,10,26.3,83.1,24.16
4,Residencial,Oriente,236.8,Malo,Madera,No,Si,43,13,28.5,91.7,28.26
4,Residencial,Costa,373.3,Bueno,Mixto,No,Si,84,13,24.1,155.4,41.22
6,Comercial,Oriente,419.5,Bueno,Mixto,Si,No,77,22,26.2,127.1,49.4
4,Comercial,Oriente,187.6,Bueno,Mixto,Si,Si,59,7,32.1,119.6,32.45
4,Comercial,Costa,174.1,Bueno,Mixto,No,No,88,13,20.5,58.8,35.65
4,Comercial,Sierra,279.4,Regular,Hormigon,No,No,62,21,22.4,60.4,40.56
4,Residencial,Costa,159.5,Malo,Mixto,No,Si,76,6,20.3,105.0,26.14
1,Residencial,Oriente,184.0,Bueno,Hormigon,No,No,86,6,29.9,89.4,22.03
4,Residencial,Oriente,333.3,Malo,Mixto,No,No,47,8,18.9,138.3,42.31
5,Comercial,Oriente,182.8,Bueno,Hormigon,No,No,96,19,19.2,108.7,21.19
5,Comercial,Costa,309.8,Regular,Mixto,Si,Si,76,23,22.5,83.2,53.12
4,Comercial,Oriente,132.0,Bueno,Mixto,Si,No,95,16,25.7,105.4,18.22
3,Comercial,Oriente,186.7,Malo,Hormigon,No,Si,84,14,24.1,58.3,35.09
4,Residencial,Costa,228.8,Malo,Madera,No,No,72,16,18.7,122.2,29.56
2,Residencial,Sierra,122.8,Regular,Madera,No,Si,72,22,32.4,144.5,15.94
3,Comercial,Sierra,135.6,Malo,Madera,Si,No,46,9,32.3,67.9,22.78
3,Residencial,Oriente,175.2,Malo,Hormigon,No,Si,61,16,22.2,118.4,21.06
1,Comercial,Costa,227.7,Bueno,Madera,Si,Si,44,7,29.0,146.2,36.42
3,Comercial,Oriente,140.8,Malo,Madera,Si,No,85,8,26.7,104.2,17.33
5,Residencial,Costa,295.3,Bueno,Hormigon,No,No,54,22,21.6,117.8,47.46
4,Comercial,Costa,186.8,Regular,Madera,Si,No,60,8,21.9,95.9,28.62
5,Comercial,Sierra,290.5,Malo,Madera,No,No,64,17,25.4,127.3,34.63
6,Residencial,Sierra,344.5,Bueno,Madera,Si,Si,56,7,24.3,126.6,50.98
3,Comercial,Costa,160.1,Malo,Hormigon,No,No,95,15,22.4,74.3,23.85
6,Comercial,Oriente,357.3,Bueno,Hormigon,No,Si,89,9,30.1,71.8,41.31
4,Residencial,Sierra,170.2,Regular,Madera,Si,No,46,22,25.2,76.2,23.86
5,Comercial,Oriente,306.9,Bueno,Madera,Si,Si,93,13,27.8,101.2,40.29
3,Residencial,Sierra,188.4,Malo,Hormigon,Si,Si,97,4,20.8,86.4,26.44
4,Comercial,Sierra,163.0,Bueno,Madera,No,Si,89,19,26.0,115.2,26.9
7,Residencial,Oriente,230.3,Malo,Hormigon,Si,No,99,7,22.8,137.1,30.9
3,Residencial,Sierra,183.9,Regular,Madera,Si,No,58,12,25.9,91.0,27.14
2,Residencial,Sierra,279.0,Bueno,Hormigon,No,Si,91,21,29.7,130.8,34.43
5,Comercial,Oriente,187.4,Malo,Mixto,No,Si,46,20,29.5,130.2,23.43
4,Residencial,Sierra,191.4,Malo,Mixto,Si,Si,79,18,23.3,94.2,36.66
5,Residencial,Sierra,300.1,Malo,Hormigon,Si,Si,84,22,28.4,78.3,39.84
3,Residencial,Sierra,246.9,Bueno,Mixto,Si,Si,98,10,32.1,84.9,30.98
4,Residencial,Oriente,308.4,Bueno,Madera,No,No,89,21,27.4,129.1,39.58
2,Residencial,Costa,131.8,Bueno,Hormigon,No,Si,63,9,20.2,106.2,22.26
4,Comercial,Oriente,279.4,Regular,Hormigon,Si,No,50,22,28.2,140.5,35.83
3,Comercial,Costa,295.4,Malo,Madera,No,No,80,15,19.6,92.6,33.78
4,Comercial,Sierra,191.7,Malo,Madera,Si,No,94,6,31.1,158.7,28.02
4,Comercial,Costa,201.9,Regular,Hormigon,Si,Si,40,4,25.7,132.3,27.64
4,Comercial,Oriente,278.5,Regular,Madera,No,Si,93,8,23.8,149.8,30.28
6,Comercial,Oriente,352.0,Bueno,Hormigon,Si,Si,71,4,18.9,136.3,45.05
6,Comercial,Sierra,157.9,Bueno,Madera,Si,Si,79,11,23.7,86.9,28.76
2,Residencial,Costa,88.9,Bueno,Hormigon,No,No,92,10,31.5,127.9,16.08
3,Comercial,Sierra,144.2,Bueno,Madera,Si,No,83,18,18.3,145.7,19.59
3,Residencial,Sierra,268.3,Bueno,Madera,Si,No,41,14,25.1,102.3,45.48
6,Residencial,Oriente,328.2,Bueno,Mixto,No,Si,54,21,32.0,125.0,35.77
1,Comercial,Costa,95.4,Regular,Mixto,Si,Si,60,17,23.9,121.0,13.74
3,Residencial,Costa,225.0,Regular,Mixto,Si,Si,63,12,24.4,98.9,29.0
3,Residencial,Costa,160.1,Regular,Madera,No,Si,89,8,26.7,93.9,20.03
7,Residencial,Costa,221.8,Malo,Hormigon,No,Si,56,7,24.9,169.2,26.14
3,Residencial,Sierra,292.3,Malo,Madera,No,Si,86,15,20.5,104.1,44.19
4,Comercial,Sierra,227.9,Bueno,Mixto,Si,No,91,4,18.3,111.8,29.96
4,Comercial,Oriente,187.5,Regular,Madera,No,No,91,16,27.1,136.4,27.22
4,Comercial,Sierra,206.6,Malo,Mixto,Si,Si,48,4,31.8,71.4,33.8
3,Comercial,Sierra,217.9,Malo,Mixto,No,No,74,6,19.6,80.3,31.1
6,Comercial,Oriente,278.9,Regular,Hormigon,Si,No,59,11,21.2,112.0,30.46
3,Comercial,Oriente,185.8,Malo,Hormigon,Si,No,58,21,23.6,122.0,20.92
2,Comercial,Oriente,132.8,Malo,Mixto,No,No,57,19,30.1,110.1,23.86
4,Comercial,Sierra,228.4,Regular,Mixto,Si,Si,59,23,22.0,98.5,37.17
3,Comercial,Sierra,287.0,Malo,Madera,Si,No,69,23,31.2,113.8,33.33
3,Comercial,Oriente,156.2,Regular,Mixto,No,Si,79,19,18.8,114.1,28.31
7,Residencial,Oriente,314.4,Malo,Madera,Si,Si,40,5,32.1,116.3,42.66
7,Comercial,Oriente,336.6,Regular,Mixto,Si,No,63,20,26.4,73.0,42.39
3,Residencial,Sierra,279.1,Malo,Hormigon,Si,Si,63,13,27.9,86.9,36.31
1,Residencial,Sierra,225.0,Malo,Hormigon,No,No,86,10,23.5,60.4,35.78
1,Residencial,Costa,195.0,Regular,Mixto,No,Si,58,13,29.7,86.6,32.28
2,Residencial,Sierra,304.7,Malo,Madera,No,Si,69,22,20.5,69.6,32.54
3,Comercial,Sierra,231.0,Regular,Madera,No,No,65,23,18.7,75.5,28.28
1,Residencial,Sierra,127.4,Regular,Madera,No,No,81,12,23.9,70.1,21.29
4,Comercial,Oriente,178.0,Malo,Mixto,No,Si,83,20,30.8,81.2,20.6
3,Comercial,Sierra,237.1,Bueno,Mixto,No,No,99,12,29.3,128.8,44.27
3,Residencial,Oriente,233.4,Malo,Hormigon,No,Si,77,12,25.8,102.7,37.41
6,Comercial,Costa,295.2,Bueno,Hormigon,Si,No,68,8,26.6,68.6,39.07
5,Residencial,Costa,276.4,Bueno,Mixto,Si,Si,52,10,19.9,77.4,35.09
7,Residencial,Oriente,368.9,Malo,Hormigon,Si,Si,43,14,30.6,68.1,44.2
7,Comercial,Oriente,210.0,Bueno,Madera,Si,Si,84,11,29.8,117.6,37.66
4,Comercial,Oriente,213.1,Regular,Madera,No,Si,56,17,27.8,153.0,24.62
6,Residencial,Sierra,356.5,Regular,Mixto,Si,Si,72,5,25.0,72.8,44.03
4,Comercial,Costa,291.0,Bueno,Madera,Si,No,44,13,32.5,99.2,36.22
4,Comercial,Oriente,163.2,Regular,Mixto,Si,Si,67,19,31.2,98.0,33.72
3,Comercial,Sierra,158.2,Malo,Madera,Si,No,63,19,27.7,113.3,21.05
4,Residencial,Costa,276.5,Regular,Mixto,Si,No,56,22,23.6,110.3,32.11
4,Residencial,Sierra,185.4,Bueno,Madera,No,Si,89,14,27.3,135.7,27.01
5,Comercial,Costa,188.4,Malo,Madera,No,Si,78,9,26.6,123.2,23.69
5,Comercial,Sierra,226.0,Regular,Hormigon,Si,No,87,9,23.9,115.3,36.19
2,Comercial,Costa,229.8,Malo,Hormigon,Si,Si,79,10,22.6,96.5,34.22
6,Comercial,Costa,228.9,Bueno,Hormigon,Si,Si,83,19,24.1,119.7,36.01
1,Comercial,Sierra,194.3,Regular,Hormigon,Si,No,85,16,26.6,86.2,27.89
4,Residencial,Oriente,224.1,Malo,Hormigon,No,No,90,6,24.4,112.4,24.73
2,Comercial,Costa,241.7,Malo,Hormigon,Si,No,50,12,22.0,98.9,43.17
5,Residencial,Oriente,243.9,Regular,Mixto,No,No,51,6,29.4,104.6,29.51
7,Comercial,Sierra,255.0,Malo,Mixto,Si,No,52,9,26.0,100.9,32.0
7,Residencial,Oriente,349.0,Malo,Hormigon,No,No,47,20,19.0,112.7,41.42
3,Comercial,Oriente,304.4,Bueno,Mixto,No,Si,40,6,23.5,107.4,35.84
1,Residencial,Oriente,233.7,Bueno,Hormigon,No,No,48,5,31.3,94.7,32.88
3,Comercial,Oriente,143.3,Bueno,Mixto,Si,No,67,15,29.3,97.3,18.59
5,Residencial,Oriente,313.4,Bueno,Madera,Si,Si,41,9,22.8,113.0,37.22
3,Residencial,Costa,267.7,Bueno,Mixto,No,Si,53,13,32.1,105.1,30.99
6,Residencial,Costa,335.9,Bueno,Mixto,Si,Si,52,14,19.1,83.0,38.91
7,Residencial,Costa,347.3,Regular,Mixto,Si,Si,87,19,32.4,81.8,38.82
6,Residencial,Sierra,301.5,Bueno,Madera,No,Si,41,19,21.7,92.7,37.74
5,Residencial,Oriente,172.5,Malo,Hormigon,Si,Si,43,21,18.1,147.4,20.93
5,Comercial,Costa,162.8,Regular,Mixto,No,No,51,12,24.5,112.8,19.93
3,Residencial,Sierra,107.6,Malo,Mixto,Si,Si,87,22,23.4,125.2,18.27
4,Comercial,Costa,262.3,Bueno,Madera,Si,Si,49,5,26.1,136.0,45.83
2,Comercial,Costa,269.0,Bueno,Hormigon,No,Si,42,4,30.0,118.6,28.97
3,Comercial,Oriente,387.8,Malo,Mixto,No,Si,43,19,30.6,144.6,61.72
4,Comercial,Sierra,202.4,Malo,Madera,No,No,45,21,24.0,136.3,27.2
2,Comercial,Oriente,135.1,Malo,Hormigon,No,Si,62,6,24.4,160.9,24.37
4,Residencial,Oriente,249.6,Regular,Hormigon,Si,Si,44,4,20.2,98.0,28.26
3,Residencial,Costa,213.1,Bueno,Mixto,Si,No,89,9,18.7,118.6,23.45
4,Residencial,Oriente,215.6,Malo,Mixto,Si,No,42,22,27.6,100.6,27.13
3,Comercial,Sierra,196.1,Bueno,Mixto,No,No,49,22,19.0,56.8,29.24
3,Residencial,Oriente,222.7,Malo,Mixto,Si,Si,82,14,29.0,101.5,32.69
4,Residencial,Oriente,259.2,Bueno,Madera,Si,No,58,11,26.1,73.9,35.76
3,Residencial,Oriente,131.2,Regular,Madera,Si,No,53,8,21.0,129.6,25.73
3,Residencial,Costa,374.9,Bueno,Mixto,No,No,60,23,26.1,154.9,40.09
6,Residencial,Sierra,295.9,Malo,Hormigon,No,Si,99,12,20.7,136.0,36.75
5,Comercial,Costa,265.8,Bueno,Mixto,Si,Si,82,18,24.6,90.0,36.46
4,Residencial,Costa,281.6,Regular,Hormigon,Si,No,67,17,30.0,110.2,36.8
5,Comercial,Costa,271.6,Regular,Hormigon,No,Si,60,7,24.9,94.7,35.51
3,Comercial,Costa,187.5,Bueno,Hormigon,No,Si,75,11,20.2,117.9,31.91
4,Comercial,Costa,150.0,Malo,Madera,No,Si,63,23,28.9,66.6,19.27
2,Comercial,Sierra,258.3,Regular,Hormigon,No,Si,93,20,20.8,119.2,33.41
4,Comercial,Oriente,161.7,Regular,Hormigon,Si,Si,77,5,29.1,54.1,18.47
2,Residencial,Costa,136.5,Bueno,Madera,No,No,56,23,25.2,50.0,18.4
3,Residencial,Costa,150.5,Regular,Hormigon,Si,No,61,19,24.8,104.4,24.91
3,Residencial,Sierra,270.9,Regular,Hormigon,No,No,58,13,30.8,119.3,31.39
3,Comercial,Sierra,234.2,Malo,Mixto,Si,No,84,5,28.6,95.5,32.14
6,Residencial,Oriente,223.5,Malo,Hormigon,Si,Si,93,14,18.5,75.3,30.21
5,Residencial,Sierra,302.3,Malo,Hormigon,No,No,49,13,22.4,111.8,33.61
1,Comercial,Oriente,198.5,Bueno,Hormigon,Si,No,50,22,31.1,84.4,28.27
6,Comercial,Costa,241.6,Regular,Hormigon,Si,Si,77,17,18.3,120.9,30.43
2,Comercial,Costa,146.5,Bueno,Hormigon,Si,Si,41,14,26.2,71.8,25.39
4,Comercial,Oriente,155.1,Regular,Madera,No,Si,72,12,28.9,135.9,25.16
2,Residencial,Sierra,184.4,Regular,Hormigon,No,Si,82,10,27.3,61.7,20.64
3,Comercial,Oriente,171.1,Regular,Hormigon,No,No,70,18,29.4,144.1,23.66
7,Comercial,Sierra,373.8,Malo,Madera,Si,Si,87,23,28.9,121.3,47.19
4,Residencial,Costa,358.6,Bueno,Madera,Si,Si,74,20,28.4,124.2,38.91
5,Residencial,Sierra,324.1,Bueno,Hormigon,Si,Si,76,6,30.3,125.9,39.11
7,Comercial,Oriente,334.9,Regular,Hormigon,Si,Si,86,18,27.7,117.9,38.98
5,Residencial,Oriente,200.7,Bueno,Hormigon,No,Si,86,17,24.0,133.0,24.52
6,Comercial,Costa,296.1,Malo,Mixto,Si,Si,75,11,25.1,158.3,34.25
4,Comercial,Sierra,187.5,Bueno,Mixto,Si,No,62,7,28.8,126.2,21.92
4,Residencial,Sierra,178.0,Regular,Hormigon,Si,No,75,13,31.1,117.4,23.77
3,Residencial,Sierra,288.2,Malo,Madera,No,No,79,5,22.1,115.8,36.67
7,Comercial,Costa,181.9,Malo,Hormigon,Si,Si,78,17,23.1,76.1,24.55
4,Comercial,Sierra,183.7,Regular,Madera,No,Si,65,11,32.0,123.5,24.43
5,Comercial,Oriente,181.1,Bueno,Madera,No,No,64,13,26.7,91.8,22.64
4,Residencial,Sierra,288.9,Regular,Madera,Si,No,56,21,20.7,58.1,36.31
4,Comercial,Costa,272.6,Bueno,Hormigon,Si,No,54,18,28.0,108.3,36.26
4,Comercial,Sierra,236.7,Bueno,Hormigon,Si,No,76,8,32.9,89.3,27.88
6,Comercial,Sierra,338.9,Malo,Madera,Si,Si,84,16,30.4,122.6,46.61
6,Comercial,Oriente,213.3,Regular,Mixto,No,No,43,21,29.2,134.0,29.18
5,Comercial,Sierra,314.6,Malo,Mixto,No,Si,61,5,21.1,115.3,43.17
4,Residencial,Oriente,284.2,Regular,Mixto,No,Si,56,16,31.1,89.1,35.12
6,Comercial,Oriente,255.7,Regular,Madera,No,Si,61,17,25.9,116.2,35.12
2,Comercial,Costa,238.9,Malo,Hormigon,No,No,56,13,31.3,153.8,34.17
4,Comercial,Oriente,295.4,Regular,Madera,No,No,53,7,22.9,120.4,38.32
3,Comercial,Oriente,257.2,Regular,Mixto,No,No,53,18,18.9,111.6,43.44
2,Residencial,Costa,133.8,Bueno,Hormigon,No,Si,56,11,25.1,108.4,18.8
2,Residencial,Oriente,87.1,Regular,Madera,No,Si,47,18,22.0,69.1,13.11
2,Residencial,Costa,245.6,Regular,Madera,No,No,73,17,28.7,129.0,30.62
4,Comercial,Sierra,168.5,Malo,Mixto,Si,Si,65,12,32.4,87.9,24.39
6,Comercial,Costa,229.8,Malo,Madera,Si,No,84,23,28.4,101.3,25.23
5,Residencial,Oriente,253.8,Regular,Hormigon,Si,Si,69,6,31.3,50.0,28.4
6,Residencial,Costa,234.7,Bueno,Mixto,No,Si,61,18,24.8,97.7,28.03
2,Residencial,Oriente,104.1,Bueno,Mixto,Si,Si,55,20,29.6,74.7,15.97
2,Comercial,Sierra,286.6,Malo,Hormigon,No,Si,69,19,30.6,95.6,33.98
5,Comercial,Costa,256.3,Regular,Mixto,No,Si,55,7,28.7,157.0,29.5
2,Residencial,Sierra,180.6,Regular,Madera,Si,Si,77,14,25.6,110.4,31.31
4,Residencial,Oriente,356.6,Bueno,Madera,No,Si,93,11,27.4,105.5,38.44
3,Residencial,Oriente,159.9,Bueno,Mixto,Si,No,63,6,28.5,105.0,22.77
4,Comercial,Sierra,244.0,Bueno,Hormigon,No,Si,75,22,21.8,117.3,40.46
7,Comercial,Costa,346.7,Malo,Madera,No,Si,74,17,30.1,76.4,38.94
4,Comercial,Costa,334.4,Regular,Hormigon,Si,No,45,12,32.3,101.1,37.28
5,Residencial,Oriente,197.5,Malo,Madera,Si,No,43,6,25.0,117.4,22.54
3,Residencial,Sierra,271.0,Regular,Madera,Si,No,57,7,28.5,104.2,49.89
1,Comercial,Sierra,207.0,Malo,Mixto,Si,No,45,7,29.1,85.9,25.91
4,Residencial,Costa,152.2,Regular,Mixto,Si,Si,65,14,27.9,100.3,21.52
5,Comercial,Costa,252.4,Bueno,Hormigon,Si,Si,76,22,26.2,128.1,34.28
2,Residencial,Costa,218.0,Bueno,Mixto,No,No,66,19,31.2,99.3,34.35
3,Residencial,Sierra,221.6,Bueno,Madera,No,Si,80,20,24.7,69.7,29.51
3,Residencial,Costa,165.8,Malo,Madera,No,No,50,13,18.9,75.9,26.19
5,Residencial,Costa,385.6,Bueno,Hormigon,No,Si,77,20,30.7,120.2,44.19
5,Comercial,Oriente,146.4,Regular,Hormigon,Si,Si,55,19,28.1,132.6,16.92
4,Residencial,Costa,172.7,Malo,Madera,No,Si,58,23,30.7,121.4,26.66
5,Comercial,Costa,265.8,Regular,Mixto,No,Si,82,9,20.1,84.2,33.97
6,Comercial,Sierra,283.2,Malo,Mixto,Si,Si,92,10,18.5,94.5,43.39
2,Comercial,Sierra,204.8,Regular,Hormigon,No,No,54,17,32.0,116.2,28.6
2,Residencial,Oriente,259.5,Regular,Hormigon,Si,Si,65,14,20.2,117.9,29.92
5,Comercial,Costa,279.3,Malo,Madera,Si,Si,95,15,30.1,112.8,41.63
4,Comercial,Oriente,237.3,Malo,Madera,Si,Si,80,17,30.3,71.9,28.71
7,Comercial,Sierra,377.5,Bueno,Hormigon,No,Si,95,8,28.6,100.2,47.69
3,Residencial,Oriente,146.6,Bueno,Madera,Si,Si,70,8,20.0,80.0,21.68
5,Residencial,Sierra,185.5,Regular,Hormigon,No,No,58,23,28.0,129.5,26.04
2,Comercial,Oriente,213.2,Regular,Hormigon,No,Si,96,18,31.3,148.8,25.6
6,Residencial,Oriente,238.9,Regular,Mixto,No,No,90,4,24.4,95.6,29.98
5,Comercial,Costa,201.8,Malo,Hormigon,Si,Si,63,12,24.2,114.7,28.17
7,Comercial,Oriente,343.1,Malo,Madera,Si,Si,97,6,24.6,162.2,37.04
5,Residencial,Costa,174.2,Bueno,Mixto,Si,No,48,7,19.2,71.8,27.38
2,Comercial,Costa,208.7,Regular,Mixto,No,Si,62,19,31.4,108.9,27.43
4,Residencial,Costa,129.7,Bueno,Madera,No,Si,43,10,31.0,130.2,21.88
3,Residencial,Costa,197.8,Malo,Madera,Si,No,49,17,33.0,77.2,24.88
3,Comercial,Oriente,263.6,Malo,Madera,No,Si,48,19,26.8,129.6,35.2
5,Residencial,Sierra,317.0,Malo,Hormigon,Si,No,58,21,29.3,95.5,56.76
6,Residencial,Sierra,364.1,Bueno,Mixto,Si,No,54,19,21.0,175.9,47.56
5,Comercial,Sierra,254.8,Malo,Hormigon,No,No,90,19,28.0,144.6,34.39
4,Comercial,Oriente,134.2,Regular,Hormigon,No,Si,73,5,27.7,138.9,24.48
2,Residencial,Costa,270.3,Bueno,Hormigon,Si,Si,81,13,31.5,126.1,33.84
5,Residencial,Sierra,342.0,Malo,Hormigon,No,No,58,10,30.5,112.0,47.54
3,Comercial,Oriente,267.1,Bueno,Mixto,Si,Si,88,18,32.1,121.0,40.68
3,Residencial,Costa,172.4,Bueno,Mixto,Si,No,91,12,31.0,99.4,23.3
5,Residencial,Sierra,312.4,Malo,Hormigon,No,Si,95,10,31.0,96.3,36.19
3,Residencial,Costa,253.9,Malo,Madera,Si,No,60,19,19.0,132.6,32.78
4,Residencial,Sierra,195.5,Bueno,Mixto,No,Si,73,6,30.7,105.7,31.87
5,Residencial,Sierra,267.3,Bueno,Hormigon,Si,No,90,20,27.1,60.0,35.04
3,Residencial,Sierra,231.7,Malo,Madera,No,Si,56,11,23.7,114.8,26.78
5,Residencial,Costa,181.1,Regular,Madera,No,No,57,5,18.8,60.5,23.93
3,Comercial,Oriente,166.3,Bueno,Hormigon,Si,Si,56,23,28.2,75.8,25.26
3,Comercial,Costa,341.3,Bueno,Mixto,No,No,41,6,22.9,84.2,40.52
4,Comercial,Sierra,231.4,Regular,Madera,No,Si,90,11,25.0,136.6,26.85
5,Comercial,Costa,280.9,Malo,Mixto,Si,Si,40,5,28.2,106.0,34.97
3,Comercial,Oriente,188.0,Malo,Mixto,No,No,82,22,31.7,67.6,21.56
7,Residencial,Costa,314.8,Regular,Madera,Si,Si,96,20,30.4,118.2,55.84
1,Residencial,Oriente,116.0,Malo,Hormigon,No,Si,49,8,24.8,60.8,18.19
2,Residencial,Oriente,185.0,Malo,Madera,Si,Si,76,23,23.8,108.1,22.54
6,Residencial,Costa,197.3,Bueno,Madera,Si,Si,87,20,21.6,131.4,26.13
1,Comercial,Sierra,252.0,Bueno,Mixto,Si,No,95,13,23.6,95.0,33.91
4,Residencial,Oriente,226.4,Bueno,Hormigon,Si,Si,44,12,19.7,135.3,31.27
6,Residencial,Costa,320.5,Regular,Mixto,No,Si,95,9,32.6,138.7,45.45
1,Comercial,Oriente,237.9,Malo,Madera,Si,No,94,14,26.6,133.0,32.47
2,Residencial,Sierra,245.5,Malo,Hormigon,No,Si,51,5,19.9,97.6,31.48
3,Residencial,Costa,221.4,Bueno,Hormigon,Si,No,75,15,23.3,61.1,31.28
4,Comercial,Costa,169.4,Bueno,Hormigon,No,Si,70,15,26.2,102.1,33.22
2,Residencial,Costa,228.9,Regular,Hormigon,Si,No,94,19,26.0,106.5,33.91
3,Residencial,Sierra,278.8,Malo,Hormigon,No,Si,77,15,18.5,94.6,33.23
6,Residencial,Oriente,215.4,Regular,Madera,No,No,90,21,32.3,113.9,30.3
5,Residencial,Costa,203.8,Malo,Madera,Si,No,48,16,22.1,132.0,29.54
6,Residencial,Oriente,251.0,Regular,Madera,Si,No,83,18,18.2,156.2,28.42
